2013-05-24 00:34:16 MainForm 	 OnListFiles 	 Запрос с главной формы GetListModels через RunGui
2013-05-24 18:01:06 socket 	OnCommand	Получена команда PrepareReceiveFile
2013-05-24 18:01:06 tPrepareReceiveFile 	ExeCommand	 Отправление команды приема файла на сервер 
2013-05-24 18:01:06 socket 	ReadReport	Report: 1
2013-05-24 18:01:06 tStreamReceiveFile 	ExeCommand	 Прием файла objects/Il-2/IL-2_l.dds завершен
2013-05-24 18:01:06 tConveyor 	OnCommand	Выполнение команды из сокета ReceiveReport
2013-05-24 18:01:06 tClientGuiCommand 	GuiReportReceiveFile	Отчет о приеме файла D:/Temp1/objects/Il-2/IL-2_l.dds
2013-05-24 18:01:06 tConveyor 	NextCommand	Следующая команда списка команд
2013-05-24 18:01:06 tConveyor 	OnCommand	Выполнение команды из GUI CommitTransaction
2013-05-24 18:01:06 tClientGuiCommand 	GuiCommitTransaction	Коммит транзакции 
2013-05-24 18:01:06 socket 	OnCommand	Получена команда CommitTransaction
2013-05-24 18:01:06 tStreamCommitTransaction 	ExeCommand	 Отправка команды коммита транзакции 
2013-05-24 18:01:06 socket 	ReadReport	Report: 7
2013-05-24 18:01:06 tStreamReportCommitTransaction 	ExeCommand	 Коммит завершился успешно 
2013-05-24 18:01:06 tConveyor 	OnCommand	Выполнение команды из сокета ReportCommitTransaction
2013-05-24 18:01:06 tClientGuiCommand 	GuiCommitTransaction	отчет о коммите транзакции 
2013-05-24 18:01:06 tConveyor 	NextCommand	Следующая команда списка команд
2013-05-24 18:01:06 tConveyor 	OnCommand	Выполнение команды из GUI VerifyMoveDelete
2013-05-24 18:01:06 tClientGuiCommand 	VerifyMoveDelete	 Команда проверки, замены и удаления локальных файлов
2013-05-24 18:01:06 tDatabaseOp 	PrepareUpdateLastSynch	НАЧАЛО ПОДГОТОВКИ ОБНОВЛЕНИЯ LAST 
2013-05-24 18:01:06 tDatabaseOp 	PrepareUpdateLastSynch	Обновление Last таблиц по локальным таблицам  
2013-05-24 18:01:06 tDatabaseOp 	UpdateLastSynchMark	Обновление Last таблиц по локальным таблицам  
2013-05-24 18:01:06 tDatabaseOp 	UpdateLastSynchMark	Обновление Last таблиц по локальным таблицам  
2013-05-24 18:01:06 tDatabaseOp 	UpdateLastSynchMark	Обновление Last таблиц по локальным таблицам  
2013-05-24 18:01:06 tDatabaseOp 	UpdateLastSynchMark	Обновление Last таблиц по локальным таблицам  
2013-05-24 18:01:06 tDatabaseOp 	UpdateLastSynchMark	Обновление Last таблиц по локальным таблицам  
2013-05-24 18:01:06 tDatabaseOp 	UpdateLastSynchMark	Обновление Last таблиц по локальным таблицам  
2013-05-24 18:01:06 tDatabaseOp 	UpdateLastSynchMark	Обновление Last таблиц по локальным таблицам  
2013-05-24 18:01:06 tDatabaseOp 	UpdateLastSynchMark	Обновление Last таблиц по локальным таблицам  
2013-05-24 18:01:06 tDatabaseOp 	UpdateLastSynchMark	Обновление Last таблиц по локальным таблицам  
2013-05-24 18:01:06 tDatabaseOp 	UpdateLastSynchMark	Обновление Last таблиц по локальным таблицам  
2013-05-24 18:01:07 tConveyor 	NextCommand	Следующая команда списка команд
2013-05-24 18:01:07 tConveyor 	OnCommand	Выполнение команды из GUI UpdateMainLocal
2013-05-24 18:01:07 tClientGuiCommand 	UpdateMainLocal	 Обновление локальных и Last таблиц 
2013-05-24 18:01:07 tDatabaseOp 	RefreshModelsFiles	Обновление локальных таблиц по файлам на диске  
2013-05-24 18:01:09 tConveyor 	NextCommand	Конец списка команд 
2013-05-24 18:01:09 tConveyor 	ClearTempFolder	Очистка временной папки
2013-05-24 18:01:09 tConveyor 	ClearTempFolder	Очистка временной папки
2013-05-24 18:01:09 tConveyor 	Clear	Сброс списка команд транзакции
2013-05-24 18:01:09 tModelsConveyor 	StartReceiveDeleteFiles	Формирование списка команд транзакции приема и удаления файлов на клиенте
2013-05-24 18:01:09 tConveyor 	ClearTempFolder	Очистка временной папки
2013-05-24 18:01:09 tConveyor 	ReceiveFile	Подготовка команды получения файла objects/gun_30mm/.gun_30mm.info/gun_30mm.info
2013-05-24 18:01:09 tConveyor 	ReceiveFile	Подготовка команды получения файла objects/gun_30mm/.gun_30mm.info/Chrysanthemum.jpg
2013-05-24 18:01:09 tConveyor 	ReceiveFile	Подготовка команды получения файла objects/gun_30mm/.gun_30mm.info/gun_30mm.files
2013-05-24 18:01:09 tConveyor 	ReceiveFile	Подготовка команды получения файла objects/gun_30mm/30mm.dds
2013-05-24 18:01:09 tConveyor 	ReceiveFile	Подготовка команды получения файла objects/gun_30mm/gun_30mm.mat
2013-05-24 18:01:09 tConveyor 	ReceiveFile	Подготовка команды получения файла Common/Jellyfish.jpg
2013-05-24 18:01:09 tConveyor 	AddStartTransaction	Добавление команды начала транзакции (получение) 
2013-05-24 18:01:09 tConveyor 	AddReceiveCommand	Добавление команды получения файлов PrepareReceiveFile Файл objects/gun_30mm/.gun_30mm.info/gun_30mm.info
2013-05-24 18:01:09 tConveyor 	AddReceiveCommand	Добавление команды получения файлов PrepareReceiveFile Файл objects/gun_30mm/.gun_30mm.info/Chrysanthemum.jpg
2013-05-24 18:01:09 tConveyor 	AddReceiveCommand	Добавление команды получения файлов PrepareReceiveFile Файл objects/gun_30mm/.gun_30mm.info/gun_30mm.files
2013-05-24 18:01:09 tConveyor 	AddReceiveCommand	Добавление команды получения файлов PrepareReceiveFile Файл objects/gun_30mm/30mm.dds
2013-05-24 18:01:09 tConveyor 	AddReceiveCommand	Добавление команды получения файлов PrepareReceiveFile Файл objects/gun_30mm/gun_30mm.mat
2013-05-24 18:01:09 tConveyor 	AddReceiveCommand	Добавление команды получения файлов PrepareReceiveFile Файл Common/Jellyfish.jpg
2013-05-24 18:01:09 tConveyor 	AddCommitTransaction	Формирование команды коммита транзакции отправки CommitTransaction
2013-05-24 18:01:09 tConveyor 	AddCommitTransaction	Формирование команды коммита транзакции получения VerifyMoveDelete
2013-05-24 18:01:09 tConveyor 	AddCommitTransaction	Команда обновления локальных таблиц UpdateMainLocal
2013-05-24 18:01:09 tConveyor 	StartExecution	Начало выполнения списка команд 
2013-05-24 18:01:09 tConveyor 	NextCommand	Следующая команда списка команд
2013-05-24 18:01:09 tConveyor 	OnCommand	Выполнение команды из GUI StartTransaction
2013-05-24 18:01:09 tClientGuiCommand 	GuiStartTransaction	НАЧАЛО ТРАНЗАКЦИИ 
2013-05-24 18:01:09 socket 	OnCommand	Получена команда StartTransaction
2013-05-24 18:01:09 tStreamStartTransactionn 	ExeCommand	 Передача команды начала транзакции 
2013-05-24 18:01:09 socket 	ReadReport	Report: 6
2013-05-24 18:01:09 tStreamReportStartTransaction 	ExeCommand	 Транзакция начата успешно 
2013-05-24 18:01:09 tConveyor 	OnCommand	Выполнение команды из сокета ReportStartTransaction
2013-05-24 18:01:09 tClientGuiCommand 	GuiReportStartTransaction	Отчет о начале транзакции 
2013-05-24 18:01:09 tConveyor 	NextCommand	Следующая команда списка команд
2013-05-24 18:01:09 tConveyor 	OnCommand	Выполнение команды из GUI PrepareReceiveFile
2013-05-24 18:01:09 tClientGuiCommand 	GuiPrepareReceiveFile	Подготовка к приему файла objects/gun_30mm/.gun_30mm.info/gun_30mm.info
2013-05-24 18:01:09 socket 	OnCommand	Получена команда PrepareReceiveFile
2013-05-24 18:01:09 tPrepareReceiveFile 	ExeCommand	 Отправление команды приема файла на сервер 
2013-05-24 18:01:09 socket 	ReadReport	Report: 1
2013-05-24 18:01:09 tStreamReceiveFile 	ExeCommand	 Прием файла objects/gun_30mm/.gun_30mm.info/gun_30mm.info завершен
2013-05-24 18:01:09 tConveyor 	OnCommand	Выполнение команды из сокета ReceiveReport
2013-05-24 18:01:09 tClientGuiCommand 	GuiReportReceiveFile	Отчет о приеме файла D:/Temp1/objects/gun_30mm/.gun_30mm.info/gun_30mm.info
2013-05-24 18:01:09 tConveyor 	NextCommand	Следующая команда списка команд
2013-05-24 18:01:09 tConveyor 	OnCommand	Выполнение команды из GUI PrepareReceiveFile
2013-05-24 18:01:09 tClientGuiCommand 	GuiPrepareReceiveFile	Подготовка к приему файла objects/gun_30mm/.gun_30mm.info/Chrysanthemum.jpg
2013-05-24 18:01:09 socket 	OnCommand	Получена команда PrepareReceiveFile
2013-05-24 18:01:09 tPrepareReceiveFile 	ExeCommand	 Отправление команды приема файла на сервер 
2013-05-24 18:01:09 socket 	ReadReport	Report: 1
2013-05-24 18:01:09 tStreamReceiveFile 	ExeCommand	 Прием файла objects/gun_30mm/.gun_30mm.info/Chrysanthemum.jpg завершен
2013-05-24 18:01:09 tConveyor 	OnCommand	Выполнение команды из сокета ReceiveReport
2013-05-24 18:01:09 tClientGuiCommand 	GuiReportReceiveFile	Отчет о приеме файла D:/Temp1/objects/gun_30mm/.gun_30mm.info/Chrysanthemum.jpg
2013-05-24 18:01:09 tConveyor 	NextCommand	Следующая команда списка команд
2013-05-24 18:01:09 tConveyor 	OnCommand	Выполнение команды из GUI PrepareReceiveFile
2013-05-24 18:01:09 tClientGuiCommand 	GuiPrepareReceiveFile	Подготовка к приему файла objects/gun_30mm/.gun_30mm.info/gun_30mm.files
2013-05-24 18:01:09 socket 	OnCommand	Получена команда PrepareReceiveFile
2013-05-24 18:01:09 tPrepareReceiveFile 	ExeCommand	 Отправление команды приема файла на сервер 
2013-05-24 18:01:09 socket 	ReadReport	Report: 1
2013-05-24 18:01:09 tStreamReceiveFile 	ExeCommand	 Прием файла objects/gun_30mm/.gun_30mm.info/gun_30mm.files завершен
2013-05-24 18:01:09 tConveyor 	OnCommand	Выполнение команды из сокета ReceiveReport
2013-05-24 18:01:09 tClientGuiCommand 	GuiReportReceiveFile	Отчет о приеме файла D:/Temp1/objects/gun_30mm/.gun_30mm.info/gun_30mm.files
2013-05-24 18:01:09 tConveyor 	NextCommand	Следующая команда списка команд
2013-05-24 18:01:09 tConveyor 	OnCommand	Выполнение команды из GUI PrepareReceiveFile
2013-05-24 18:01:09 tClientGuiCommand 	GuiPrepareReceiveFile	Подготовка к приему файла objects/gun_30mm/30mm.dds
2013-05-24 18:01:09 socket 	OnCommand	Получена команда PrepareReceiveFile
2013-05-24 18:01:09 tPrepareReceiveFile 	ExeCommand	 Отправление команды приема файла на сервер 
2013-05-24 18:01:10 socket 	ReadReport	Report: 1
2013-05-24 18:01:10 tStreamReceiveFile 	ExeCommand	 Прием файла objects/gun_30mm/30mm.dds завершен
2013-05-24 18:01:10 tConveyor 	OnCommand	Выполнение команды из сокета ReceiveReport
2013-05-24 18:01:10 tClientGuiCommand 	GuiReportReceiveFile	Отчет о приеме файла D:/Temp1/objects/gun_30mm/30mm.dds
2013-05-24 18:01:10 tConveyor 	NextCommand	Следующая команда списка команд
2013-05-24 18:01:10 tConveyor 	OnCommand	Выполнение команды из GUI PrepareReceiveFile
2013-05-24 18:01:10 tClientGuiCommand 	GuiPrepareReceiveFile	Подготовка к приему файла objects/gun_30mm/gun_30mm.mat
2013-05-24 18:01:10 socket 	OnCommand	Получена команда PrepareReceiveFile
2013-05-24 18:01:10 tPrepareReceiveFile 	ExeCommand	 Отправление команды приема файла на сервер 
2013-05-24 18:01:10 socket 	ReadReport	Report: 1
2013-05-24 18:01:10 tStreamReceiveFile 	ExeCommand	 Прием файла objects/gun_30mm/gun_30mm.mat завершен
2013-05-24 18:01:10 tConveyor 	OnCommand	Выполнение команды из сокета ReceiveReport
2013-05-24 18:01:10 tClientGuiCommand 	GuiReportReceiveFile	Отчет о приеме файла D:/Temp1/objects/gun_30mm/gun_30mm.mat
2013-05-24 18:01:10 tConveyor 	NextCommand	Следующая команда списка команд
2013-05-24 18:01:10 tConveyor 	OnCommand	Выполнение команды из GUI PrepareReceiveFile
2013-05-24 18:01:10 tClientGuiCommand 	GuiPrepareReceiveFile	Подготовка к приему файла Common/Jellyfish.jpg
2013-05-24 18:01:10 socket 	OnCommand	Получена команда PrepareReceiveFile
2013-05-24 18:01:10 tPrepareReceiveFile 	ExeCommand	 Отправление команды приема файла на сервер 
2013-05-24 18:01:10 socket 	ReadReport	Report: 1
2013-05-24 18:01:10 tStreamReceiveFile 	ExeCommand	 Прием файла Common/Jellyfish.jpg завершен
2013-05-24 18:01:10 tConveyor 	OnCommand	Выполнение команды из сокета ReceiveReport
2013-05-24 18:01:10 tClientGuiCommand 	GuiReportReceiveFile	Отчет о приеме файла D:/Temp1/Common/Jellyfish.jpg
2013-05-24 18:01:10 tConveyor 	NextCommand	Следующая команда списка команд
2013-05-24 18:01:10 tConveyor 	OnCommand	Выполнение команды из GUI CommitTransaction
2013-05-24 18:01:10 tClientGuiCommand 	GuiCommitTransaction	Коммит транзакции 
2013-05-24 18:01:10 socket 	OnCommand	Получена команда CommitTransaction
2013-05-24 18:01:10 tStreamCommitTransaction 	ExeCommand	 Отправка команды коммита транзакции 
2013-05-24 18:01:10 socket 	ReadReport	Report: 7
2013-05-24 18:01:10 tStreamReportCommitTransaction 	ExeCommand	 Коммит завершился успешно 
2013-05-24 18:01:10 tConveyor 	OnCommand	Выполнение команды из сокета ReportCommitTransaction
2013-05-24 18:01:10 tClientGuiCommand 	GuiCommitTransaction	отчет о коммите транзакции 
2013-05-24 18:01:10 tConveyor 	NextCommand	Следующая команда списка команд
2013-05-24 18:01:10 tConveyor 	OnCommand	Выполнение команды из GUI VerifyMoveDelete
2013-05-24 18:01:10 tClientGuiCommand 	VerifyMoveDelete	 Команда проверки, замены и удаления локальных файлов
2013-05-24 18:01:10 tDatabaseOp 	PrepareUpdateLastSynch	НАЧАЛО ПОДГОТОВКИ ОБНОВЛЕНИЯ LAST 
2013-05-24 18:01:10 tDatabaseOp 	PrepareUpdateLastSynch	Обновление Last таблиц по локальным таблицам  
2013-05-24 18:01:10 tDatabaseOp 	UpdateLastSynchMark	Обновление Last таблиц по локальным таблицам  
2013-05-24 18:01:10 tDatabaseOp 	UpdateLastSynchMark	Обновление Last таблиц по локальным таблицам  
2013-05-24 18:01:10 tDatabaseOp 	UpdateLastSynchMark	Обновление Last таблиц по локальным таблицам  
2013-05-24 18:01:10 tDatabaseOp 	UpdateLastSynchMark	Обновление Last таблиц по локальным таблицам  
2013-05-24 18:01:10 tDatabaseOp 	UpdateLastSynchMark	Обновление Last таблиц по локальным таблицам  
2013-05-24 18:01:10 tDatabaseOp 	UpdateLastSynchMark	Обновление Last таблиц по локальным таблицам  
2013-05-24 18:01:10 tConveyor 	NextCommand	Следующая команда списка команд
2013-05-24 18:01:10 tConveyor 	OnCommand	Выполнение команды из GUI UpdateMainLocal
2013-05-24 18:01:10 tClientGuiCommand 	UpdateMainLocal	 Обновление локальных и Last таблиц 
2013-05-24 18:01:10 tDatabaseOp 	RefreshModelsFiles	Обновление локальных таблиц по файлам на диске  
2013-05-24 18:01:12 tConveyor 	NextCommand	Конец списка команд 
2013-05-24 18:01:12 tConveyor 	ClearTempFolder	Очистка временной папки
2013-05-24 18:01:12 tConveyor 	ClearTempFolder	Очистка временной папки
2013-05-24 18:01:12 tConveyor 	Clear	Сброс списка команд транзакции
2013-05-24 18:01:12 tModelsConveyor 	StartReceiveDeleteFiles	Формирование списка команд транзакции приема и удаления файлов на клиенте
2013-05-24 18:01:12 tConveyor 	ClearTempFolder	Очистка временной папки
2013-05-24 18:01:12 tConveyor 	ReceiveFile	Подготовка команды получения файла objects/vhc_t-34/.t-34.info/t-34.info
2013-05-24 18:01:12 tConveyor 	ReceiveFile	Подготовка команды получения файла objects/vhc_t-34/.t-34.info/Chrysanthemum.jpg
2013-05-24 18:01:12 tConveyor 	ReceiveFile	Подготовка команды получения файла objects/vhc_t-34/.t-34.info/Lighthouse.jpg
2013-05-24 18:01:12 tConveyor 	ReceiveFile	Подготовка команды получения файла objects/vhc_t-34/.t-34.info/t-34.files
2013-05-24 18:01:12 tConveyor 	ReceiveFile	Подготовка команды получения файла objects/vhc_t-34/mask.dds
2013-05-24 18:01:12 tConveyor 	ReceiveFile	Подготовка команды получения файла objects/vhc_t-34/t-90_d.dds
2013-05-24 18:01:12 tConveyor 	ReceiveFile	Подготовка команды получения файла objects/vhc_t-34/t-90_n.dds
2013-05-24 18:01:12 tConveyor 	ReceiveFile	Подготовка команды получения файла objects/vhc_t-34/t-90_s.dds
2013-05-24 18:01:12 tConveyor 	ReceiveFile	Подготовка команды получения файла objects/vhc_t-34/.t-34.info/Lighthouse - копия - копия.jpg
2013-05-24 18:01:13 tConveyor 	AddStartTransaction	Добавление команды начала транзакции (получение) 
2013-05-24 18:01:13 tConveyor 	AddReceiveCommand	Добавление команды получения файлов PrepareReceiveFile Файл objects/vhc_t-34/.t-34.info/t-34.info
2013-05-24 18:01:13 tConveyor 	AddReceiveCommand	Добавление команды получения файлов PrepareReceiveFile Файл objects/vhc_t-34/.t-34.info/Chrysanthemum.jpg
2013-05-24 18:01:13 tConveyor 	AddReceiveCommand	Добавление команды получения файлов PrepareReceiveFile Файл objects/vhc_t-34/.t-34.info/Lighthouse.jpg
2013-05-24 18:01:13 tConveyor 	AddReceiveCommand	Добавление команды получения файлов PrepareReceiveFile Файл objects/vhc_t-34/.t-34.info/t-34.files
2013-05-24 18:01:13 tConveyor 	AddReceiveCommand	Добавление команды получения файлов PrepareReceiveFile Файл objects/vhc_t-34/mask.dds
2013-05-24 18:01:13 tConveyor 	AddReceiveCommand	Добавление команды получения файлов PrepareReceiveFile Файл objects/vhc_t-34/t-90_d.dds
2013-05-24 18:01:13 tConveyor 	AddReceiveCommand	Добавление команды получения файлов PrepareReceiveFile Файл objects/vhc_t-34/t-90_n.dds
2013-05-24 18:01:13 tConveyor 	AddReceiveCommand	Добавление команды получения файлов PrepareReceiveFile Файл objects/vhc_t-34/t-90_s.dds
2013-05-24 18:01:13 tConveyor 	AddReceiveCommand	Добавление команды получения файлов PrepareReceiveFile Файл objects/vhc_t-34/.t-34.info/Lighthouse - копия - копия.jpg
2013-05-24 18:01:13 tConveyor 	AddCommitTransaction	Формирование команды коммита транзакции отправки CommitTransaction
2013-05-24 18:01:13 tConveyor 	AddCommitTransaction	Формирование команды коммита транзакции получения VerifyMoveDelete
2013-05-24 18:01:13 tConveyor 	AddCommitTransaction	Команда обновления локальных таблиц UpdateMainLocal
2013-05-24 18:01:13 tConveyor 	StartExecution	Начало выполнения списка команд 
2013-05-24 18:01:13 tConveyor 	NextCommand	Следующая команда списка команд
2013-05-24 18:01:13 tConveyor 	OnCommand	Выполнение команды из GUI StartTransaction
2013-05-24 18:01:13 tClientGuiCommand 	GuiStartTransaction	НАЧАЛО ТРАНЗАКЦИИ 
2013-05-24 18:01:13 socket 	OnCommand	Получена команда StartTransaction
2013-05-24 18:01:13 tStreamStartTransactionn 	ExeCommand	 Передача команды начала транзакции 
2013-05-24 18:01:13 socket 	ReadReport	Report: 6
2013-05-24 18:01:13 tStreamReportStartTransaction 	ExeCommand	 Транзакция начата успешно 
2013-05-24 18:01:13 tConveyor 	OnCommand	Выполнение команды из сокета ReportStartTransaction
2013-05-24 18:01:13 tClientGuiCommand 	GuiReportStartTransaction	Отчет о начале транзакции 
2013-05-24 18:01:13 tConveyor 	NextCommand	Следующая команда списка команд
2013-05-24 18:01:13 tConveyor 	OnCommand	Выполнение команды из GUI PrepareReceiveFile
2013-05-24 18:01:13 tClientGuiCommand 	GuiPrepareReceiveFile	Подготовка к приему файла objects/vhc_t-34/.t-34.info/t-34.info
2013-05-24 18:01:13 socket 	OnCommand	Получена команда PrepareReceiveFile
2013-05-24 18:01:13 tPrepareReceiveFile 	ExeCommand	 Отправление команды приема файла на сервер 
2013-05-24 18:01:13 socket 	ReadReport	Report: 1
2013-05-24 18:01:13 tStreamReceiveFile 	ExeCommand	 Прием файла objects/vhc_t-34/.t-34.info/t-34.info завершен
2013-05-24 18:01:13 tConveyor 	OnCommand	Выполнение команды из сокета ReceiveReport
2013-05-24 18:01:13 tClientGuiCommand 	GuiReportReceiveFile	Отчет о приеме файла D:/Temp1/objects/vhc_t-34/.t-34.info/t-34.info
2013-05-24 18:01:13 tConveyor 	NextCommand	Следующая команда списка команд
2013-05-24 18:01:13 tConveyor 	OnCommand	Выполнение команды из GUI PrepareReceiveFile
2013-05-24 18:01:13 tClientGuiCommand 	GuiPrepareReceiveFile	Подготовка к приему файла objects/vhc_t-34/.t-34.info/Chrysanthemum.jpg
2013-05-24 18:01:13 socket 	OnCommand	Получена команда PrepareReceiveFile
2013-05-24 18:01:13 tPrepareReceiveFile 	ExeCommand	 Отправление команды приема файла на сервер 
2013-05-24 18:01:13 socket 	ReadReport	Report: 1
2013-05-24 18:01:13 tStreamReceiveFile 	ExeCommand	 Прием файла objects/vhc_t-34/.t-34.info/Chrysanthemum.jpg завершен
2013-05-24 18:01:13 tConveyor 	OnCommand	Выполнение команды из сокета ReceiveReport
2013-05-24 18:01:13 tClientGuiCommand 	GuiReportReceiveFile	Отчет о приеме файла D:/Temp1/objects/vhc_t-34/.t-34.info/Chrysanthemum.jpg
2013-05-24 18:01:13 tConveyor 	NextCommand	Следующая команда списка команд
2013-05-24 18:01:13 tConveyor 	OnCommand	Выполнение команды из GUI PrepareReceiveFile
2013-05-24 18:01:13 tClientGuiCommand 	GuiPrepareReceiveFile	Подготовка к приему файла objects/vhc_t-34/.t-34.info/Lighthouse.jpg
2013-05-24 18:01:13 socket 	OnCommand	Получена команда PrepareReceiveFile
2013-05-24 18:01:13 tPrepareReceiveFile 	ExeCommand	 Отправление команды приема файла на сервер 
2013-05-24 18:01:13 socket 	ReadReport	Report: 1
2013-05-24 18:01:13 tStreamReceiveFile 	ExeCommand	 Прием файла objects/vhc_t-34/.t-34.info/Lighthouse.jpg завершен
2013-05-24 18:01:13 tConveyor 	OnCommand	Выполнение команды из сокета ReceiveReport
2013-05-24 18:01:13 tClientGuiCommand 	GuiReportReceiveFile	Отчет о приеме файла D:/Temp1/objects/vhc_t-34/.t-34.info/Lighthouse.jpg
2013-05-24 18:01:13 tConveyor 	NextCommand	Следующая команда списка команд
2013-05-24 18:01:13 tConveyor 	OnCommand	Выполнение команды из GUI PrepareReceiveFile
2013-05-24 18:01:13 tClientGuiCommand 	GuiPrepareReceiveFile	Подготовка к приему файла objects/vhc_t-34/.t-34.info/t-34.files
2013-05-24 18:01:13 socket 	OnCommand	Получена команда PrepareReceiveFile
2013-05-24 18:01:13 tPrepareReceiveFile 	ExeCommand	 Отправление команды приема файла на сервер 
2013-05-24 18:01:13 socket 	ReadReport	Report: 1
2013-05-24 18:01:13 tStreamReceiveFile 	ExeCommand	 Прием файла objects/vhc_t-34/.t-34.info/t-34.files завершен
2013-05-24 18:01:13 tConveyor 	OnCommand	Выполнение команды из сокета ReceiveReport
2013-05-24 18:01:13 tClientGuiCommand 	GuiReportReceiveFile	Отчет о приеме файла D:/Temp1/objects/vhc_t-34/.t-34.info/t-34.files
2013-05-24 18:01:13 tConveyor 	NextCommand	Следующая команда списка команд
2013-05-24 18:01:13 tConveyor 	OnCommand	Выполнение команды из GUI PrepareReceiveFile
2013-05-24 18:01:13 tClientGuiCommand 	GuiPrepareReceiveFile	Подготовка к приему файла objects/vhc_t-34/mask.dds
2013-05-24 18:01:13 socket 	OnCommand	Получена команда PrepareReceiveFile
2013-05-24 18:01:13 tPrepareReceiveFile 	ExeCommand	 Отправление команды приема файла на сервер 
2013-05-24 18:01:13 socket 	ReadReport	Report: 1
2013-05-24 18:01:13 tStreamReceiveFile 	ExeCommand	 Прием файла objects/vhc_t-34/mask.dds завершен
2013-05-24 18:01:13 tConveyor 	OnCommand	Выполнение команды из сокета ReceiveReport
2013-05-24 18:01:13 tClientGuiCommand 	GuiReportReceiveFile	Отчет о приеме файла D:/Temp1/objects/vhc_t-34/mask.dds
2013-05-24 18:01:13 tConveyor 	NextCommand	Следующая команда списка команд
2013-05-24 18:01:13 tConveyor 	OnCommand	Выполнение команды из GUI PrepareReceiveFile
2013-05-24 18:01:13 tClientGuiCommand 	GuiPrepareReceiveFile	Подготовка к приему файла objects/vhc_t-34/t-90_d.dds
2013-05-24 18:01:13 socket 	OnCommand	Получена команда PrepareReceiveFile
2013-05-24 18:01:13 tPrepareReceiveFile 	ExeCommand	 Отправление команды приема файла на сервер 
2013-05-24 18:01:13 socket 	ReadReport	Report: 1
2013-05-24 18:01:13 tStreamReceiveFile 	ExeCommand	 Прием файла objects/vhc_t-34/t-90_d.dds завершен
2013-05-24 18:01:13 tConveyor 	OnCommand	Выполнение команды из сокета ReceiveReport
2013-05-24 18:01:13 tClientGuiCommand 	GuiReportReceiveFile	Отчет о приеме файла D:/Temp1/objects/vhc_t-34/t-90_d.dds
2013-05-24 18:01:13 tConveyor 	NextCommand	Следующая команда списка команд
2013-05-24 18:01:13 tConveyor 	OnCommand	Выполнение команды из GUI PrepareReceiveFile
2013-05-24 18:01:13 tClientGuiCommand 	GuiPrepareReceiveFile	Подготовка к приему файла objects/vhc_t-34/t-90_n.dds
2013-05-24 18:01:13 socket 	OnCommand	Получена команда PrepareReceiveFile
2013-05-24 18:01:13 tPrepareReceiveFile 	ExeCommand	 Отправление команды приема файла на сервер 
2013-05-24 18:01:14 socket 	ReadReport	Report: 1
2013-05-24 18:01:14 tStreamReceiveFile 	ExeCommand	 Прием файла objects/vhc_t-34/t-90_n.dds завершен
2013-05-24 18:01:14 tConveyor 	OnCommand	Выполнение команды из сокета ReceiveReport
2013-05-24 18:01:14 tClientGuiCommand 	GuiReportReceiveFile	Отчет о приеме файла D:/Temp1/objects/vhc_t-34/t-90_n.dds
2013-05-24 18:01:14 tConveyor 	NextCommand	Следующая команда списка команд
2013-05-24 18:01:14 tConveyor 	OnCommand	Выполнение команды из GUI PrepareReceiveFile
2013-05-24 18:01:14 tClientGuiCommand 	GuiPrepareReceiveFile	Подготовка к приему файла objects/vhc_t-34/t-90_s.dds
2013-05-24 18:01:14 socket 	OnCommand	Получена команда PrepareReceiveFile
2013-05-24 18:01:14 tPrepareReceiveFile 	ExeCommand	 Отправление команды приема файла на сервер 
2013-05-24 18:01:14 socket 	ReadReport	Report: 1
2013-05-24 18:01:15 tStreamReceiveFile 	ExeCommand	 Прием файла objects/vhc_t-34/t-90_s.dds завершен
2013-05-24 18:01:15 tConveyor 	OnCommand	Выполнение команды из сокета ReceiveReport
2013-05-24 18:01:15 tClientGuiCommand 	GuiReportReceiveFile	Отчет о приеме файла D:/Temp1/objects/vhc_t-34/t-90_s.dds
2013-05-24 18:01:15 tConveyor 	NextCommand	Следующая команда списка команд
2013-05-24 18:01:15 tConveyor 	OnCommand	Выполнение команды из GUI PrepareReceiveFile
2013-05-24 18:01:15 tClientGuiCommand 	GuiPrepareReceiveFile	Подготовка к приему файла objects/vhc_t-34/.t-34.info/Lighthouse - копия - копия.jpg
2013-05-24 18:01:15 socket 	OnCommand	Получена команда PrepareReceiveFile
2013-05-24 18:01:15 tPrepareReceiveFile 	ExeCommand	 Отправление команды приема файла на сервер 
2013-05-24 18:01:15 socket 	ReadReport	Report: 1
2013-05-24 18:01:15 tStreamReceiveFile 	ExeCommand	 Прием файла objects/vhc_t-34/.t-34.info/Lighthouse - копия - копия.jpg завершен
2013-05-24 18:01:15 tConveyor 	OnCommand	Выполнение команды из сокета ReceiveReport
2013-05-24 18:01:15 tClientGuiCommand 	GuiReportReceiveFile	Отчет о приеме файла D:/Temp1/objects/vhc_t-34/.t-34.info/Lighthouse - копия - копия.jpg
2013-05-24 18:01:15 tConveyor 	NextCommand	Следующая команда списка команд
2013-05-24 18:01:15 tConveyor 	OnCommand	Выполнение команды из GUI CommitTransaction
2013-05-24 18:01:15 tClientGuiCommand 	GuiCommitTransaction	Коммит транзакции 
2013-05-24 18:01:15 socket 	OnCommand	Получена команда CommitTransaction
2013-05-24 18:01:15 tStreamCommitTransaction 	ExeCommand	 Отправка команды коммита транзакции 
